news_id,published_at,source,title,snippet,primary_ticker,sentiment_label,sentiment_score,confidence,is_market_sensitive,url
28eeb338-5bf2-4c27-8d78-30266c1b37f4,2026-06-23T19:26:40+00:00,Economic Times,"AI will amplify, not replace companies that adapt fast: Nandan Nilekani","Infosys is aggressively pursuing the AI-first services market, projecting a $300-400 billion opportunity by 2030. Chairman Nandan Nilekani emphasized AI will amplify, not replace, IT services, with 90% of top clients already engaged in AI initiatives. CEO Salil Parekh confirmed 5.5% of FY26 revenue, around $1 billion, came from AI services, experiencing rapid growth. Management highlighted AI's positive impact on margins and future growth potential.",INFY.NS,positive,0.984,0.973,False,https://economictimes.indiatimes.com/news/company/corporate-trends/ai-will-amplify-not-replace-companies-that-adapt-fast-nandan-nilekani/articleshow/131949369.cms
e7f7815e-80c7-4ad8-8a9d-e4837170156c,2026-06-23T19:25:32+00:00,Economic Times,"India to resume train coach exports to Bangladesh, first shipment since Sheikh Hasina's ouster likely in July","India is set to export a train rake of up to 20 coaches to Bangladesh next month, marking a significant resumption of trade. This shipment, manufactured at the Rail Coach Factory in Kapurthala, is part of a larger contract for 200 broad-gauge passenger coaches funded by the European Investment Bank. Despite a political delay, the project is now back on track, with RITES overseeing the supply, commissioning, and warranty.",RITES.NS,positive,0.98,0.97,False,https://economictimes.indiatimes.com/news/economy/foreign-trade/india-to-resume-train-coach-exports-to-bangladesh-first-shipment-since-sheikh-hasinas-ouster-likely-in-july/articleshow/131949394.cms
19c03784-3510-488f-bb87-9f4286cefdde,2026-06-23T19:25:10+00:00,Economic Times,"CII president R Mukundan projects 7% growth for India, seeks GST Council-like body to drive reforms","India's economy is projected to grow around 7% this fiscal year, with most businesses finding growth avenues despite global cost pressures. The new CII president, R Mukundan, advocates for a GST Council-like body to drive crucial reforms across sectors like agriculture and land. He also emphasized strategic technology infusion from China, particularly in battery storage, and expanding production-linked incentives for local manufacturing.",FUSION.NS,positive,0.98,0.98,False,https://economictimes.indiatimes.com/news/economy/indicators/cii-president-r-mukundan-projects-7-growth-for-india-seeks-gst-council-like-body-to-drive-reforms/articleshow/131949378.cms
1060e42c-a5fe-48e0-a850-8af5dc9c8a04,2026-06-23T19:19:28+00:00,Economic Times,Quote of the day by father of humanistic psychology Abraham Maslow on self-awareness: 'What is necessary to change a person is to change his...' - insightful life lessons on why understanding yourself is the first step to growth,"Quote of the day by Abraham Maslow: Abraham Maslow emphasized that genuine personal transformation stems from within, not external actions. He believed that understanding one's self, thoughts, beliefs, and self-perception is crucial for lasting change.",SONAL.NS,positive,0.98,0.97,False,https://economictimes.indiatimes.com/news/international/us/quote-of-the-day-by-father-of-humanistic-psychology-abraham-maslow-on-self-awareness-what-is-necessary-to-change-a-person-is-to-change-his-insightful-life-lessons-on-why-understanding-yourself-is-the-first-step-to-growth/articleshow/131948838.cms
269cf627-8911-44e6-9450-26412159c0ce,2026-06-23T19:16:52+00:00,Economic Times,King Edward was 'King Kasab' who killed lakhs of Indians: BJP Minister,"Maharashtra minister Mangal Prabhat Lodha has controversially proposed renaming KEM Hospital, named after King Edward VII, calling the British monarch ""King Kasab who looted India and killed lakhs of Indians."" He urged condemnation for supporters of King Edward. However, Industries Minister Uday Samant clarified that no final decision has been made regarding the hospital's name change.",PRABHA.NS,neutral,0.5,0.84,False,https://economictimes.indiatimes.com/news/politics-and-nation/king-edward-was-king-kasab-who-killed-lakhs-of-indians-bjp-minister/articleshow/131949210.cms
e246758e-5647-4a9a-91e5-98ff348c9f04,2026-06-23T19:16:52+00:00,Economic Times,King Edward was 'King Kasab' who killed lakhs of Indians: BJP Minister,"Maharashtra minister Mangal Prabhat Lodha has controversially proposed renaming KEM Hospital, named after King Edward VII, calling the British monarch ""King Kasab who looted India and killed lakhs of Indians."" He urged condemnation for supporters of King Edward. However, Industries Minister Uday Samant clarified that no final decision has been made regarding the hospital's name change.",MONARCH.NS,neutral,0.5,0.34,False,https://economictimes.indiatimes.com/news/politics-and-nation/king-edward-was-king-kasab-who-killed-lakhs-of-indians-bjp-minister/articleshow/131949210.cms
818f1f64-0549-4a34-bf3c-143a9e09f363,2026-06-23T19:16:52+00:00,Economic Times,King Edward was 'King Kasab' who killed lakhs of Indians: BJP Minister,"Maharashtra minister Mangal Prabhat Lodha has controversially proposed renaming KEM Hospital, named after King Edward VII, calling the British monarch ""King Kasab who looted India and killed lakhs of Indians."" He urged condemnation for supporters of King Edward. However, Industries Minister Uday Samant clarified that no final decision has been made regarding the hospital's name change.",LODHA.NS,neutral,0.5,0.34,False,https://economictimes.indiatimes.com/news/politics-and-nation/king-edward-was-king-kasab-who-killed-lakhs-of-indians-bjp-minister/articleshow/131949210.cms
cdbf1663-dae5-43db-9a30-f6e6f1951fa6,2026-06-23T19:11:35+00:00,Economic Times,11 India-bound ships transited Strait of Hormuz after US-Iran MoU: MEA,"Following the US and Iran's agreement to de-escalate tensions in West Asia, eleven ships bound for India have successfully navigated the Strait of Hormuz. The Ministry of External Affairs confirmed that ten Indian-flagged vessels remain in the Persian Gulf, with two more recently arriving. This development signals a positive shift for maritime trade routes.",ROUTE.NS,neutral,0.5,0.83,False,https://economictimes.indiatimes.com/news/politics-and-nation/11-india-bound-ships-transited-strait-of-hormuz-after-us-iran-mou-mea/articleshow/131949168.cms
f14108fa-930a-428e-b201-2f1f6ea37faf,2026-06-23T19:08:18+00:00,Economic Times,SC halts early release of Bowbazar blast convict,"The Supreme Court has halted the Delhi High Court's decision to grant premature release to Md Rashid Khan, a life convict in the 1993 Bowbazar blast. The West Bengal government challenged the ruling, highlighting the bombing's severe casualties and destruction. Justices noted Khan's alleged mastermind role, calling the act 'almost terrorist activity,' and issued a notice for his response.",SUPREME.NS,neutral,0.5,0.34,False,https://economictimes.indiatimes.com/news/india/sc-halts-early-release-of-bowbazar-blast-convict/articleshow/131948386.cms
98d81939-cbf0-4255-a551-cbfeaf34c379,2026-06-23T19:07:54+00:00,Economic Times,"UN chief ups climate pitch, targets fossil fuels and AI","Acknowledging that temperature increases will breach the 1.5C guardrail, Guterres focused on the need to take measures to ensure that the rise is brought below 1.5C. The UN chief announced his plan for a Global Call for Methane Action, spotlighting three sectors-waste, agriculture and fossil fuels, singling out the last for ""special focus"". Guterres said this sector remains the ""root cause"" of the climate and energy crisis the world is experiencing.",FOCUS.NS,neutral,0.5,0.84,False,https://economictimes.indiatimes.com/news/international/world-news/un-chief-ups-climate-pitch-targets-fossil-fuels-and-ai/articleshow/131949166.cms
c3094c12-f6eb-4dae-b169-7ac364c07491,2026-06-23T19:07:30+00:00,scanx.trade,"Rallis India declares ₹3 dividend, appoints directors at AGM","scanx.trade More Rallis India declares ₹3 dividend, appoints directors at AGM",RALLIS.NS,positive,0.984,0.976,False,https://news.google.com/read/CBMitgFBVV95cUxQNWFtVWZfM1pLQkVRQTJGMnNjTTJwLVl3NHN0NVZOQVJtWW1TUEJDZU9JUGRoQ2FrNmdzT0dMajQ3VGljMnJCRWZDSVc0T1U1QmxGNTQ2ZVlUMnB5dGIzcDlISW1EUzRtc2Qzem5CSlhyalNSN1AyUjd6MVpTQnBKZ2RENzdzdk5CQlM4WThRWkR3b0tRNWFTbDRkNFB6eHBxS2VHSHhHSVZwSmEtNU1GTVYzbll5Zw?hl=en-IN&gl=IN&ceid=IN%3Aen
208b1ec3-2e97-4795-af4d-bbb1353d1b5a,2026-06-23T19:06:59+00:00,Economic Times,"FIFA World Cup 2026: Messi becomes all-time leading scorer; Mbappe, Haaland respond with braces","Football legends Lionel Messi and Kylian Mbappe etched their names in World Cup history on Monday. Messi became the tournament's all-time leading scorer with 18 goals, while Mbappe surged into a tie for second. Meanwhile, Erling Haaland continued his impressive scoring streak, helping Norway advance. This day marked a significant milestone for these global superstars.",ADVANCE.NS,neutral,0.5,0.9,False,https://economictimes.indiatimes.com/news/sports/fifa-world-cup-2026-messi-becomes-all-time-leading-scorer-mbappe-haaland-respond-with-braces/articleshow/131948831.cms
232908b2-564e-4e6a-bc31-b457cd388659,2026-06-23T19:04:08+00:00,Economic Times,SC asks petitioner to move Calcutta HC on SIR-ration plea,"The Supreme Court has directed a petitioner to take his plea challenging the exclusion of individuals from West Bengal's ration system to the Calcutta High Court. The plea contests orders linking ration card eligibility to electoral roll classifications from a special revision, potentially affecting millions. The petitioner argued for urgent listing, citing similar practices in other states.",SUPREME.NS,neutral,0.5,0.8,False,https://economictimes.indiatimes.com/news/india/sc-asks-petitioner-to-move-calcutta-hc-on-sir-ration-plea/articleshow/131948377.cms
dbcbd516-9f74-4824-b265-f6602e903e43,2026-06-23T19:01:59+00:00,Economic Times,Oman assures toll-free movement via Strait of Hormuz,"Oman has pledged toll-free passage through the Strait of Hormuz, a move welcomed by India. This assurance follows discussions between Omani and Iranian officials regarding a recent Iran-US understanding. A joint Omani-Iranian team will now work on a framework for managing navigation in the vital waterway, emphasizing safe passage and international law. Both nations aim to collaborate with other regional states on this crucial matter.",VITAL.NS,neutral,0.5,0.34,False,https://economictimes.indiatimes.com/news/international/world-news/oman-assures-toll-free-movement-via-strait-of-hormuz/articleshow/131948777.cms
0ab9dc87-1f88-48b8-a8c4-3dac5bb62567,2026-06-23T19:01:33+00:00,scanx.trade,Prozone Realty application for promoter reclassification closed,scanx.trade More Prozone Realty application for promoter reclassification closed,PROZONER.NS,neutral,0.5,0.34,False,https://news.google.com/read/CBMivAFBVV95cUxPUkJhb0xTaHZkMXhNV094OWxYdEJ4eERtZC1DeDhIWm16UXl6dXl4am1tdTJLTnl5ODFhV3NGeEoxeXdjSVJLMV9kSkNUNUNfbFpJLTQtZ2xpX3BZUGgwMy1LRkduLXd6TkJTaURjTjV0RlhaODJyUHdHSFJhMTJJWlk4Wi1sQXdKNWZ0LUVSQlpDV3ZRNmhOOW9BR3V0YzdRaEFtSFpLVDFIMlQ3R3ViaTFCTk9FbkpSeU1iTA?hl=en-IN&gl=IN&ceid=IN%3Aen
1e9bf93e-f968-428a-8172-263600050e88,2026-06-23T18:58:48+00:00,Economic Times,"Hormuz reopening to ease supply chains, strengthen energy security: Doval","India expressed cautious optimism regarding the US-Iran understanding and the reopening of the Strait of Hormuz, according to National Security Adviser Ajit Doval. He highlighted that improved navigation will bolster regional economies and energy security, potentially easing shortages in crucial sectors like fertilizers and chemicals. Doval also addressed the world's current security challenges, including geopolitical uncertainties and evolving threats like cyber warfare and camouflaged terrorism.",FACT.NS,positive,0.985,0.96,False,https://economictimes.indiatimes.com/news/politics-and-nation/hormuz-reopening-to-ease-supply-chains-strengthen-energy-security-doval/articleshow/131948658.cms
3651aeb1-ad60-46f8-be21-80835a6cfde2,2026-06-23T18:55:23+00:00,The Globe and Mail,Chembond Material Technologies Shares Web Access to 51st Annual Report With Non,The Globe and Mail More Chembond Material Technologies Shares Web Access to 51st Annual Report With Non,CHEMBOND.NS,neutral,0.62,0.38,False,https://news.google.com/read/CBMiiwJBVV95cUxOX2EtLTM2Uks1cllzTVdDV0VzQmpjc0pRMjU0WDZnLWc3QUp4V0VZNGY0amNYUXBxcWtSRnNUdUtVZC02MVBUTU5Fd3pRZl94eGlNS0pHbnRheGNMUkVuaWp4UUNNakdJNWhkRlhoUXFsX1FBQTZoRmloRXVpR0JiMUk4QUNrVE5hd2NVWmRKUnZiWkpfck9FWFViY3VUdGpCUmt1Y0ZENUQ5MExKYlpKRkhiamlsLW9ubFZkTGI2T0JwOFRzMDRpeHhoMmM4NjlvYmpWUjZ5R1pTMkNzaXRqNHF5aWlsLWFvZnZQazZyZjZwemtYZ2JuNGowY0xYUXhwMV9TUThtN3JHcG8?hl=en-IN&gl=IN&ceid=IN%3Aen
b728d124-e15e-48b2-9be6-be701d11b5a5,2026-06-23T18:51:34+00:00,Economic Times,Gujarat rolls out school buses for children of salt workers,"Gujarat has launched 28 'Rannshala' buses, transforming them into mobile classrooms for children of salt pan workers in the Little Rann of Kutch. These specially equipped buses, featuring smart TVs, solar power, and learning aids, will reach Agariya families who migrate seasonally. This initiative aims to provide education to children aged 6 to 14, bridging the gap for these nomadic communities.",SONAL.NS,positive,0.985,0.97,False,https://economictimes.indiatimes.com/news/india/gujarat-rolls-out-school-buses-for-children-of-salt-workers/articleshow/131948373.cms
f2849a6e-28cd-466c-8953-eb57278bfba4,2026-06-23T18:49:42+00:00,Economic Times,"Quote of the Day by Founder of Positive Psychology Martin Seligman on life lessons: “When we want to move from plus three to plus eight in our lives, the exercise of...” — Learn how the American psychologist’s theories of well-being, learned helplessness, and personal strengths reveal the path to lasting happiness and success","Quote of the Day by Martin Seligman: “When we want to move from plus three to plus eight in our lives, the exercise of will is more important than rearranging external props.” The founder of positive psychology shares a powerful lesson on resilience, personal growth, and the choices that shape a meaningful life. His wisdom reveals why true transformation begins from within.",SONAL.NS,positive,0.95,0.98,False,https://economictimes.indiatimes.com/news/international/us/quote-of-the-day-by-founder-of-positive-psychology-martin-seligman-on-life-lessons-when-we-want-to-move-from-plus-three-to-plus-eight-in-our-lives-the-exercise-of-learn-how-the-american-psychologists-theories-of-well-being-learned-helplessness-and-personal-strengths-reveal-the-path-to-lasting-happiness-and-success/articleshow/131945655.cms
aac17fb9-5d8d-4f48-81b4-11a41bbef381,2026-06-23T18:46:21+00:00,Economic Times,"Quote of the Day by American psychologist Carl Rogers: “I regret it when I suppress my feelings too long and they… – Life lessons on stress management, mental health, balance and why it’s important to address feelings in a healthy way by the co-founder of humanistic psychology known for his deep insights on personality and therapy","Quote of the Day by American psychologist Carl Rogers: Carl Rogers’ quote, “I regret it when I suppress my feelings too long and they burst forth in ways that are distorted or attacking or hurtful,” explores the importance of emotional awareness, self-expression, and psychological balance. The quote suggests that when feelings are repeatedly ignored or held back, they do not disappear but instead build up and eventually come out in ways that may be uncontrolled or damaging.",SONAL.NS,positive,0.92,0.96,False,https://economictimes.indiatimes.com/news/international/us/quote-of-the-day-by-american-psychologist-carl-rogers-i-regret-it-when-i-suppress-my-feelings-too-long-and-they-life-lessons-on-stress-management-mental-health-balance-and-why-its-important-to-address-feelings-in-a-healthy-way-by-the-co-founder-of-humanistic-psychology-known-for-his-deep-insights-on-personality-and-therapy/articleshow/131947975.cms
755dd737-62cb-43d3-aab4-c0f95072c31b,2026-06-23T18:45:34+00:00,Economic Times,"Voicemails for Isabelle on Netflix: Why this new rom-com is turning viewers into an emotional mess, what the story is about, and why everyone is calling it “heartbreaking yet beautiful”","Voicemails for Isabelle: A new Netflix film, Voicemails for Isabelle, is captivating audiences with its profound emotional depth, moving beyond typical rom-com tropes. The movie explores love, loss, and unspoken feelings through intimate voicemails, resonating deeply with viewers who describe it as an unexpected emotional journey. Director Leah's personal vision emphasizes subtlety, allowing silence and recorded messages to convey powerful sentiments, making it a standout in today's streaming content.",SONAL.NS,positive,0.95,0.84,False,https://economictimes.indiatimes.com/news/new-updates/voicemails-for-isabelle-on-netflix-why-this-new-rom-com-is-turning-viewers-into-an-emotional-mess-what-the-story-is-about-and-why-everyone-is-calling-it-heartbreaking-yet-beautiful/articleshow/131948533.cms
ff5777d1-dd61-4583-8a40-5fb01a880e05,2026-06-23T18:41:32+00:00,scanx.trade,Genesys board to meet on Jun 26 to consider fund raising,scanx.trade More Genesys board to meet on Jun 26 to consider fund raising,GENESYS.NS,neutral,0.5,0.8,False,https://news.google.com/read/CBMiswFBVV95cUxPMXNsTGYtdGtBVlNNUkxwNDFsMHZFUDgwQS1hUGpYSkxtSUJ0al9HQlFnUzNfYlNuYURsdXRfeThoOXlScXhvQ0x2eWpWMmltXy1NTHQtalE4cmRCSnNKZld6NEVfTFhkNUw1MzZwZFhVTzFiU3NKQTdXczVPQTJiTHFlRlhHSkhSRkUySVowbU5aYi13VGdKWWFzWm1CZ2gxajFHYzBlcGRRMEhXYkVVejdjUQ?hl=en-IN&gl=IN&ceid=IN%3Aen
f744941a-f60d-432b-97c6-56f2b97761d7,2026-06-23T18:31:31+00:00,Economic Times,Congress MP Mukul Wasnik succeeds Digvijaya Singh as chair of key parliamentary panel,"Congress MP Mukul Wasnik has taken over as the chairman of the Parliamentary Standing Committee on Education, Women, Children, Youth and Sports. This appointment follows the retirement of Digvijaya Singh, whose Rajya Sabha term concluded on June 21. Wasnik's new role commenced on June 22, as confirmed by a Rajya Sabha secretariat notification, marking a significant transition in the committee's leadership.",VIJAYA.NS,neutral,0.5,0.34,False,https://economictimes.indiatimes.com/news/politics-and-nation/congress-mp-mukul-wasnik-succeeds-digvijaya-singh-as-chair-of-key-parliamentary-panel/articleshow/131948285.cms
7f113fea-2ba1-4757-b8c5-cf0a271cb337,2026-06-23T18:09:36+00:00,AD HOC NEWS,"Procter & Gamble updates investor materials, S&P 500 consumer stock holds steady","AD HOC NEWS More Procter & Gamble updates investor materials, S&P 500 consumer stock holds steady",PGHL.NS,neutral,0.62,0.41,False,https://news.google.com/read/CBMiwwFBVV95cUxNUWtSUUJ4TTJ3N21OWjZUR295d2xEWURjbGRIR0toYXJXRHBxWXhYcDBRQTFzbzExS2hjaVJ3STB6eTdPek5qSWk2b3NwWFZhdGRsZzFLS0ZVVlFpNFJHMC1WeGdsQVNlMV9wdWw3eVc3Ny12bVhEZzVWYlZZWEI3WldCdXctMXVnSEVlekMxWXRQUzBpLXFYYk43ODluN3ZUckdJVUhCTFc5MXNiVXlFUU51M1p0cWNCVklBTTJzdXRBSlE?hl=en-IN&gl=IN&ceid=IN%3Aen
dabd287b-6cf2-4527-9879-e0f74d9906e9,2026-06-23T18:09:36+00:00,AD HOC NEWS,"Procter & Gamble updates investor materials, S&P 500 consumer stock holds steady","AD HOC NEWS More Procter & Gamble updates investor materials, S&P 500 consumer stock holds steady",PGHH.NS,neutral,0.62,0.43,False,https://news.google.com/read/CBMiwwFBVV95cUxNUWtSUUJ4TTJ3N21OWjZUR295d2xEWURjbGRIR0toYXJXRHBxWXhYcDBRQTFzbzExS2hjaVJ3STB6eTdPek5qSWk2b3NwWFZhdGRsZzFLS0ZVVlFpNFJHMC1WeGdsQVNlMV9wdWw3eVc3Ny12bVhEZzVWYlZZWEI3WldCdXctMXVnSEVlekMxWXRQUzBpLXFYYk43ODluN3ZUckdJVUhCTFc5MXNiVXlFUU51M1p0cWNCVklBTTJzdXRBSlE?hl=en-IN&gl=IN&ceid=IN%3Aen
d489163f-3ba7-4879-9a4f-849e5fe13dd0,2026-06-23T18:04:29+00:00,Business Upturn,Balrampur Chini Mills receives approval for Rs 483 per share preferential issue,Business Upturn More Balrampur Chini Mills receives approval for Rs 483 per share preferential issue,BALRAMCHIN.NS,positive,0.95,0.96,False,https://news.google.com/read/CBMivAFBVV95cUxNRXhkbjBpeG91UmNhLUhOekJQTU1KTktuQUZsODFUVjY5QUpiOU9nSmx3TFdTRy1SU1pKZEc1UGVRQ2xGTE1Ya29VMVdCdUZUQ1VtOEtWSWZ0cXp4Vm12X1VvUzczMUR0WE1DQUtyQWpjTS1Gajh1QkgtNl9hZ3VZUWRpRVBjRnpVRFp1aE1BT010QzhLMmlUdW0teFluRmRETUlOam9Jb0hQT3pmanFELUU0UTc5ZUNzNDBSSA?hl=en-IN&gl=IN&ceid=IN%3Aen
